Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4TBBPZks71c60whhq0PgdP,"(Your Love Keeps Lifting Me) Higher & Higher","The Ultimate Jackie Wilson","Jackie Wilson",2006,181066,57,,2024-07-10T05:20:25Z,"chicago soul,classic soul,rock-and-roll,soul","Brunswick Records",0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,4
2g2GkH3vZHk4lWzBjgQ6nY,"(What A) Wonderful World","The Man Who Invented Soul","Sam Cooke",2000-09-26,125440,63,,2024-07-10T05:20:25Z,"classic soul,soul,vocal jazz","RCA Records Label",0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518,4
6ZSTinOwx5dKFYc6iYyGDn,"Leaving on a Jet Plane","Album 1700","Peter, Paul and Mary",1967-10-31,207240,57,,2024-07-10T05:20:25Z,"american folk revival,folk,folk rock,mellow gold,singer-songwriter,soft rock","Warner Records",0.414,0.167,9,-16.519,1,0.0484,0.804,0,0.117,0.384,133.45,4
3Xls4cNOwy01dtrNXb1inG,"White Room","Wheels Of Fire","Cream",1968-07-01,298333,69,,2024-07-10T05:20:25Z,"album rock,blues rock,british blues,classic rock,folk rock,hard rock,psychedelic rock,rock,singer-songwriter,supergroup","Polydor Records",0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4
7tqhbajSfrz2F7E1Z75ASX,"Ain't No Mountain High Enough","United","Marvin Gaye,Tammi Terrell",1967-08-29,151666,84,,2024-07-10T05:20:25Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul,southern soul","UNI/MOTOWN",0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.797,129.987,4
5qBqBdfTEIWJwAS0Jm2F5R,"Turn! Turn! Turn! (To Everything There Is a Season)","Turn! Turn! Turn!","The Byrds",1965-12-06,229360,62,,2024-07-10T05:20:25Z,"album rock,beatlesque,classic rock,cosmic american,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock","Columbia/Legacy",0.451,0.818,2,-8.124,1,0.0439,0.135,0.0000292,0.052,0.755,124.532,4
2zW9hjDNn8VcdBiC5lArHv,"Get Together","Get Together: The Essential Youngbloods","The Youngbloods",2002-05-06,276466,41,,2024-07-10T05:20:25Z,"blues rock,classic garage rock,country rock,folk rock,psychedelic rock,singer-songwriter","RCA/BMG Heritage",0.533,0.58,2,-9.265,1,0.0256,0.351,0.00278,0.0865,0.656,103.127,4
6L5BZEcZmD6RBJnimzlyKr,"Nights In White Satin - Single Version / Mono","Days Of Future Passed (Deluxe Version)","The Moody Blues",1967-11-10,269106,63,,2024-07-10T05:20:25Z,"album rock,art rock,british invasion,classic rock,country rock,flute rock,folk rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock","UMC (Universal Music Catalogue)",0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,4
5lEyMg4GNKnMbaarvT4sRd,"These Eyes","Wheatfield Soul","The Guess Who",1969-03-01,225920,59,,2024-07-10T05:20:25Z,"album rock,classic canadian rock,classic rock,country rock,folk rock,hard rock,mellow gold,rock,singer-songwriter,soft rock","RCA/Legacy",0.561,0.382,7,-11.276,1,0.0267,0.491,0.00000108,0.156,0.758,96.447,4
2AxCeJ6PSsBYiTckM0HLY7,"Voodoo Child (Slight Return)","Electric Ladyland","Jimi Hendrix",1968-10-25,313373,65,,2024-07-10T05:20:25Z,"acid rock,album rock,alternative rock,classic rock,hard rock,proto-metal,psychedelic rock,rock","Legacy Recordings",0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,4
6tZdL3Zp8JgrfDbsSeSV1S,"You Really Got Me","Kinks (Deluxe Edition)","The Kinks",1964-02-02,133933,72,,2024-07-10T05:20:25Z,"album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter","Castle Communications",0.567,0.959,8,-3.822,1,0.102,0.0995,0.0000607,0.1,0.961,137.377,4
4ZVZBc5xvMyV3WzWktn8i7,"Everyday People","Stand","Sly & The Family Stone",1969-05-03,141506,64,,2024-07-10T05:20:25Z,"classic soul,funk,funk rock,p funk,psychedelic soul,soul,southern soul","Epic/Legacy",0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,4
1xKQbqQtQWrtQS47fUJBtl,"Piece of My Heart","Cheap Thrills","Big Brother & The Holding Company,Janis Joplin",1968-08-12,253333,66,,2024-07-10T05:20:25Z,"blues rock,folk rock,psychedelic rock,album rock,classic rock,hard rock,rock","Columbia/Legacy",0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,4
7FXuCkl1kfxwS5icDjTwbM,"Hard to Handle","Dock of the Bay Sessions","Otis Redding",2018-05-18,141000,70,,2024-07-10T05:20:25Z,"classic soul,memphis soul,soul,soul blues,southern soul,vocal jazz","Rhino Atlantic",0.666,0.55,10,-8.672,1,0.0612,0.573,0.00000184,0.122,0.961,95.552,4
0OwvrdjaJOypNsNQHyBWE5,"California Soul","The Spice Of Life","Marlena Shaw",1969-01-01,177226,62,,2024-07-10T05:20:25Z,"classic soul","GRP",0.513,0.826,8,-8.407,0,0.0574,0.555,0.0000348,0.366,0.539,94.582,4
3SMQvRU807fzOwZGagys3n,"Son of a Preacher Man","Hit Soul","Dusty Springfield",2017-09-18,148000,37,,2024-07-10T05:20:25Z,"adult standards,british invasion,folk rock,soul,vocal jazz","Warner Music Group - X5 Music Group",0.405,0.488,4,-10.784,1,0.0678,0.415,0,0.0753,0.806,181.624,4
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)","Four Tops - Second Album","Four Tops",1965,160280,75,,2024-07-10T05:20:25Z,"classic soul,disco,motown,quiet storm,soul","Motown",0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,4
74VR3AkGPhbYXnxcOYa16x,"Strangers In The Night","Strangers In The Night (Expanded Edition)","Frank Sinatra",1966-05,157866,73,,2024-07-10T05:20:25Z,"adult standards,easy listening,lounge","FRANK SINATRA DIGITAL REPRISE",0.259,0.473,5,-8.275,1,0.0295,0.592,0,0.201,0.539,90.348,4
3zpj9dvJABiyMrmLCPw6i8,"Crazy - Single Version","Showcase","Patsy Cline,The Jordanaires",1961-11-27,164573,67,,2024-07-10T05:20:25Z,"country,nashville sound,country gospel","Geffen",0.471,0.021,10,-24.385,1,0.0366,0.931,0.00000119,0.103,0.356,107.796,3
7jeOETwLUP84mPQzxlD5nh,"Then He Kissed Me","Da Doo Ron Ron: The Very Best of The Crystals","The Crystals",2011-02-22,158853,60,,2024-07-10T05:20:25Z,"classic girl group,doo-wop,rock-and-roll","Legacy Recordings",0.431,0.678,4,-7.945,1,0.0365,0.7,0.00000637,0.199,0.633,135.919,4
6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'","Hold On, I'm Comin'","Sam & Dave",1966,155706,71,,2024-07-10T05:20:25Z,"classic soul,memphis soul,soul,southern soul","Rhino Atlantic",0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,4
5ZoDwIP1ntHwciLjydJ8X2,"My Cherie Amour","My Cherie Amour","Stevie Wonder",1969-08-01,173306,66,,2024-07-10T05:20:25Z,"motown,soul","Motown",0.574,0.507,6,-11.343,1,0.0258,0.228,0.00000457,0.279,0.514,101.085,4
7znjbX9XdoQayIrVNdd50Z,"The Girl From Ipanema","Getz/Gilberto - Expanded Edition","Stan Getz",1964-03-01,320253,68,,2024-07-10T05:20:25Z,"bebop,bossa nova,cool jazz,jazz,jazz saxophone,latin jazz,samba-jazz,vocal jazz","Verve Reissues",0.654,0.147,10,-17.844,0,0.039,0.867,0.000923,0.0986,0.472,130.359,4
5xRP5iyVdGglqlY4Vcjhkx,"Sinnerman","Pastel Blues","Nina Simone",1965-10-01,622000,61,,2024-07-10T05:20:25Z,"jazz blues,neo soul,soul,soul jazz,torch song,vocal jazz","Verve Reissues",0.439,0.543,11,-13.35,0,0.0975,0.654,0.00000979,0.0937,0.671,146.704,4
2SWBfqj1FrS8t8z56G55rP,"I Got You Babe","The Beat Goes On: Best Of","Sonny & Cher",1991-11-05,193840,55,,2024-07-10T05:20:25Z,"adult standards,bubblegum pop,folk,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter,soft rock","Rhino",0.621,0.708,6,-9.057,1,0.0259,0.246,0.000002,0.143,0.624,110.533,3
2S6XOQqWqUBIySUU00vMru,"Beggin'","New Gold Hits","Frankie Valli & The Four Seasons",1967-05-01,170626,58,,2024-07-10T05:20:25Z,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly","Rhino",0.59,0.356,2,-14.656,0,0.0404,0.0651,0,0.167,0.375,129.639,4
7AzFID6u1b3zIWbd9pb8Dk,"Summer in the City - Remastered","Hums Of The Lovin' Spoonful","The Lovin' Spoonful",1966-11,160306,64,,2024-07-10T05:20:25Z,"bubblegum pop,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock-and-roll,soft rock","Buddah",0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,4
1Ud6moTC0KyXMq1Oxfien0,"Sympathy For The Devil - 50th Anniversary Edition","Beggars Banquet (50th Anniversary Edition)","The Rolling Stones",1968-12-06,378146,73,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,rock","ABKCO Music & Records",0.703,0.668,9,-9.237,1,0.22,0.516,0,0.0588,0.561,116.039,4
4c4jJJoaiY21t2TyRZgdWS,"Magic Carpet Ride","The Second","Steppenwolf",1968-10-01,271573,67,,2024-07-10T05:20:25Z,"acid rock,album rock,blues rock,classic canadian rock,classic rock,hard rock,proto-metal,rock,singer-songwriter,soft rock","Geffen*",0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,4
6EAlFsajDK1PVgfhdJbS5Y,"Something's Got A Hold On Me","Heart & Soul: A Retrospective","Etta James",2011-10-18,169746,67,,2024-07-10T05:20:25Z,"jazz blues,soul,soul blues,torch song,vocal jazz","Geffen",0.469,0.584,1,-6.104,1,0.0832,0.785,0,0.811,0.649,151.394,4
47mA6f44zxLtdATOoY7GjN,"Georgia on My Mind - Original Master Recording","Georgia on My Mind (Original Master Recording)","Ray Charles",1960-09-01,217414,54,,2024-07-10T05:20:25Z,"adult standards,classic soul,jazz blues,piano blues,soul,soul blues,vocal jazz","The Ray Charles Foundation",0.138,0.399,7,-8.756,1,0.0311,0.782,0.00000365,0.188,0.296,179.93,4
20OFwXhEXf12DzwXmaV7fj,"Bad Moon Rising","Green River (Expanded Edition)","Creedence Clearwater Revival",1969-08-03,141600,83,,2024-07-10T05:20:25Z,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock","Craft Recordings",0.508,0.774,2,-5.973,1,0.0321,0.0586,0.00000487,0.063,0.942,178.946,4
7ngRS53kqxLcEt9Pythc5d,"You Don't Own Me","Lesley Gore Sings Of Mixed-Up Hearts","Lesley Gore",1963-11-01,150000,70,,2024-07-10T05:20:25Z,"brill building pop,bubblegum pop,classic girl group","Mercury Records",0.473,0.434,2,-10.02,1,0.0257,0.701,0,0.628,0.711,94.814,3
71tjsDvB4EMJqNG8EMmFnb,"Comin' Home Baby","Comin' Home Baby","Mel Tormé",2005-02-08,165360,57,,2024-07-10T05:20:25Z,"adult standards,easy listening,lounge,swing,vocal jazz","Rhino Atlantic",0.632,0.368,7,-14.901,0,0.061,0.65,0,0.189,0.773,143.121,4
7BY005dacJkbO6EPiOh2wb,"House Of The Rising Sun","The Animals","The Animals",1964-01-01,271280,71,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,hard rock,protopunk,psychedelic rock,rock","ABKCO Music & Records, Inc.",0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,3
6Ndauo9gCxNjTfklsFYS7b,"You're All I Need To Get By","You're All I Need","Marvin Gaye,Tammi Terrell",1968-01-01,173866,58,,2024-07-10T05:20:25Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul,southern soul","UNI/MOTOWN",0.513,0.448,11,-11.074,0,0.0325,0.135,0,0.0678,0.172,97.63,4
4uGIJG1jYFonGc4LGp5uQL,"Somebody to Love","Surrealistic Pillow","Jefferson Airplane",1967,174840,71,,2024-07-10T05:20:25Z,"acid rock,album rock,blues rock,classic rock,folk rock,hard rock,mellow gold,psychedelic rock,rock,singer-songwriter","RCA/BMG Heritage",0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,4
46PzYzseHf3mSdkTMd8sgC,"Monday, Monday - Single Version","If You Can Believe Your Eyes And Ears","The Mamas & The Papas",1966-03,205266,39,,2024-07-10T05:20:25Z,"classic rock,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop","Geffen*",0.493,0.467,1,-11.183,1,0.0289,0.757,0,0.388,0.731,110.553,4
1sM0yZDxUhPQhkDh2CLd6l,"Travelin' Man - Remastered","Rick Is 21","Ricky Nelson",1961-01-01,143200,58,,2024-07-10T05:20:25Z,"adult standards,doo-wop,rock-and-roll,rockabilly","CAPITOL CATALOG MKT (C92)",0.723,0.44,2,-10.536,1,0.0319,0.667,0,0.128,0.843,123.217,4
6ToM0uwxtPKo9CMpbPGYvM,"Break on Through (To the Other Side)","The Doors","The Doors",1967-01-04,145866,72,,2024-07-10T05:20:25Z,"acid rock,album rock,classic rock,hard rock,psychedelic rock,rock","Rhino/Elektra",0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,4
3G7tRC24Uh09Hmp1KZ7LQ2,"I'm a Believer - 2006 Remaster","More of The Monkees (Deluxe Edition)","The Monkees",1967-01-09,167373,76,,2024-07-10T05:20:25Z,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,mellow gold,rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop","Rhino",0.526,0.775,0,-6.05,1,0.0352,0.707,0.0000205,0.217,0.962,80.106,4
6eLL7QTdMWdhhG4i3jHDR9,"Crying","Crying","Roy Orbison",1962-01-01,166466,58,,2024-07-10T05:20:25Z,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter,soft rock","Columbia Nashville Legacy",0.35,0.293,2,-9.502,1,0.0258,0.758,0.00000821,0.104,0.162,96.685,4
3spdoTYpuCpmq19tuD0bOe,"My Way","My Way (Expanded Edition)","Frank Sinatra",1969-03,276800,73,,2024-07-10T05:20:25Z,"adult standards,easy listening,lounge","FRANK SINATRA DIGITAL REPRISE",0.401,0.381,2,-7.458,1,0.0274,0.7,0,0.122,0.229,75.454,4
44AyOl4qVkzS48vBsbNXaC,"Can't Help Falling in Love","Blue Hawaii","Elvis Presley",1961-10-20,182360,80,,2024-07-10T05:20:25Z,"rock-and-roll,rockabilly","RCA/Legacy",0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
4QxDOjgpYtQDxxbWPuEJOy,"L-O-V-E","L-O-V-E","Nat King Cole",1965-01-11,155306,75,,2024-07-10T05:20:25Z,"adult standards,easy listening,lounge,soul,swing,vocal jazz","Capitol Records",0.425,0.373,4,-7.543,1,0.0801,0.686,0,0.077,0.663,78.231,4
77qBwefBIdzymXNCuAI8YX,"San Francisco (Be Sure to Wear Some Flowers In Your Hair)","The Voice of Scott McKenzie (Expanded Edition)","Scott McKenzie",1967-11-01,178933,54,,2024-07-10T05:20:25Z,"","Epic/Legacy",0.495,0.67,7,-5.918,1,0.0284,0.047,0.0000252,0.219,0.478,112.443,4
0mbS3VwRbO6HVBMPXnzOGA,"To Love Somebody","Bee Gees' 1st","Bee Gees",1967-07-14,182000,68,,2024-07-10T05:20:25Z,"disco,mellow gold,soft rock","Bee Gees Catalog",0.434,0.384,9,-12.503,1,0.0324,0.731,0.00000411,0.27,0.526,90.795,4
0wJoRiX5K5BxlqZTolB2LD,"Purple Haze","Are You Experienced","Jimi Hendrix",1967-05-12,170813,68,,2024-07-10T05:20:25Z,"acid rock,album rock,alternative rock,classic rock,hard rock,proto-metal,psychedelic rock,rock","Legacy Recordings",0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,4
5b7OgznPJJr1vHNYGyvxau,"Fly Me To The Moon (In Other Words)","Sinatra/Basie: The Complete Reprise Studio Recordings","Frank Sinatra,Count Basie",1962-12-10,147000,73,,2024-07-10T05:20:25Z,"adult standards,easy listening,lounge,big band,harlem renaissance,jazz,jazz piano,swing,vocal jazz","FRANK SINATRA DIGITAL REPRISE",0.668,0.26,7,-14.256,1,0.0523,0.453,0,0.0621,0.368,119.416,4
2xSfwtV4mUr2h63Q1zJH58,"Both Sides Now","Wildflowers","Judy Collins",1967,195840,50,,2024-07-10T05:20:25Z,"american folk revival,folk,folk rock,mellow gold,singer-songwriter","Rhino/Elektra",0.352,0.3,8,-9.282,1,0.0301,0.413,0,0.1,0.295,58.686,4
6LbbHFEajG9e4m0G3L47c4,"Pinball Wizard","Tommy","The Who",1969-05-23,180943,64,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,hard rock,rock","UMC (Universal Music Catalogue)",0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,4
6cZrsaNb4Zo9E5KHk7gcz5,"Who's Lovin' You","Diana Ross Presents The Jackson 5","The Jackson 5",1969-12-18,235640,60,,2024-07-10T05:20:25Z,"motown,soul","UNI/MOTOWN",0.247,0.307,7,-13.16,1,0.0374,0.651,0.0000262,0.281,0.399,161.924,3
0sjxRg1VlYfx4YG7uxurrq,"I Put A Spell On You","I Put A Spell On You","Nina Simone",1965-06-01,155026,70,,2024-07-10T05:20:25Z,"jazz blues,neo soul,soul,soul jazz,torch song,vocal jazz","Verve Reissues",0.428,0.398,6,-9.13,0,0.0295,0.755,0.000537,0.172,0.365,88.886,3
7vYA9ET5AUqJt5pBbhKmcB,"Don't Let Me Be Misunderstood","Animal Tracks","The Animals",1965-09-01,149360,63,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,hard rock,protopunk,psychedelic rock,rock","ABKCO Music & Records, Inc.",0.513,0.775,11,-5.136,0,0.0284,0.0929,0,0.404,0.518,112.202,4
1GOdYykgw2W0OcjPANvwgE,"Jumpin' Jack Flash","Forty Licks","The Rolling Stones",2023-07-26,223289,62,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,rock","Polydor Records",0.592,0.911,3,-6.641,1,0.0531,0.0812,0.634,0.0988,0.662,137.252,4
44pN9jfSqY3d3lrKuv3QeN,"In Dreams","In Dreams","Roy Orbison",1963-02-01,169160,57,,2024-07-10T05:20:25Z,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter,soft rock","Monument/Orbison Records/Legacy",0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,4
4j2W1eM03mz5MVN5LvR7VH,"These Boots Are Made for Walkin'","Full Metal Jacket (Original Motion Picture Soundtrack)","Nancy Sinatra",1987-08-04,162866,53,,2024-07-10T05:20:25Z,"lounge,sunshine pop","Warner Records",0.718,0.323,9,-15.533,1,0.0601,0.562,0.0000011,0.0827,0.463,82.719,4
2fDHuS1PTkHBbCWWZF1ph9,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968","At Folsom Prison","Johnny Cash",1968-05-01,162653,68,,2024-07-10T05:20:25Z,"arkansas country,outlaw country,rock","Columbia/Legacy",0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,4
2DpJ9T2RVRanZcYFHKOAfA,"Put Your Head On My Shoulder","Put Your Head On My Shoulder: The Very Best Of Paul Anka","Paul Anka",2000-10-03,154733,68,,2024-07-10T05:20:25Z,"adult standards,canadian pop,easy listening,rock-and-roll","RCA Records Label",0.547,0.335,4,-9.2,0,0.0307,0.747,0,0.101,0.474,115.838,3
0hCB0YR03f6AmQaHbwWDe8,"Whole Lotta Love - 1990 Remaster","Led Zeppelin II (1994 Remaster)","Led Zeppelin",1969-10-22,333893,74,,2024-07-10T05:20:25Z,"album rock,classic rock,hard rock,rock","Rhino Atlantic",0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4
1zW2csx1vVJrKfvDrFQNVt,"Jump in the Line","Jump Up Calypso","Harry Belafonte",1961-07-21,221704,67,,2024-07-10T05:20:25Z,"calypso","RCA Records Label",0.594,0.889,5,-7.775,1,0.246,0.768,0,0.124,0.8,116.187,4
0SxFyA4FqmEQqZVuAlg8lf,"The First Time Ever I Saw Your Face","First Take","Roberta Flack",1969,260666,60,,2024-07-10T05:20:25Z,"adult standards,classic soul,disco,quiet storm,soft rock,soul,vocal jazz","Atlantic Records",0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,4
4u9f8hqstB7iITDJNzKhQx,"My Generation - Stereo Version","My Generation (Stereo Version)","The Who",1965-12-03,198706,61,,2024-07-10T05:20:25Z,"album rock,british invasion,classic rock,hard rock,rock","Geffen",0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,4
5uvosCdMlFdTXhoazkTI5R,"Light My Fire","The Doors","The Doors",1967-01-04,429760,69,,2024-07-10T05:20:25Z,"acid rock,album rock,classic rock,hard rock,psychedelic rock,rock","Rhino/Elektra",0.413,0.725,3,-5.787,0,0.0324,0.369,0.0000216,0.0905,0.44,124.618,4
4z7TuXkZm79m9vkPklnuqu,"Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered]","The Essential Fifth Dimension","The 5th Dimension",2011-03-15,290400,43,,2024-07-10T05:20:25Z,"adult standards,bubblegum pop,disco,folk rock,mellow gold,motown,singer-songwriter,soft rock,sunshine pop","Arista/Legacy",0.312,0.555,7,-10.05,1,0.0377,0.47,0.00000143,0.084,0.491,118.235,4
6QyQmdvQ1ywNccYa0pwLNQ,"The Tracks Of My Tears","Going To A Go-Go","Smokey Robinson & The Miracles",1965-11-01,174360,61,,2024-07-10T05:20:25Z,"classic soul,motown,quiet storm,soul","UNI/MOTOWN",0.502,0.333,7,-10.914,1,0.0264,0.699,0,0.222,0.729,96.982,4
1jFhnVoJkcB4lf9tT0rSZS,"Unchained Melody","The Very Best Of The Righteous Brothers - Unchained Melody","The Righteous Brothers",1990,216266,61,,2024-07-10T05:20:25Z,"adult standards,brill building pop,folk rock,mellow gold,motown,rock-and-roll,rockabilly","Verve",0.361,0.219,0,-16.553,1,0.0285,0.563,0,0.558,0.26,98.532,3
0FD8KMG4pHp0O9clTpChjp,"I Say a Little Prayer","Respect - The Very Best of","Aretha Franklin",2017-03-25,216773,49,,2024-07-10T05:20:25Z,"classic soul,jazz blues,memphis soul,soul,southern soul,vocal jazz","Warner Music Group - X5 Music Group",0.59,0.355,9,-14.051,1,0.0352,0.48,0,0.0585,0.499,133.03,4
0wBaPbJ2qsbGqgnGbqBDgP,"What Becomes Of The Brokenhearted","Sings Top Ten","Jimmy Ruffin",2004-01-01,178440,53,,2024-07-10T05:20:25Z,"classic soul,motown,soul,southern soul","UNI/MOTOWN",0.733,0.443,2,-12.017,0,0.0252,0.678,0,0.519,0.701,97.348,4
